artist,album,track,overall_loudness,spectral_energy,dissonance,pitch_salience,bpm,beat_loudness,danceability,tuning_frequency,avg.valence,avg.arousal,aggressive,happy,party,relaxed,sad,acoustic,electric,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Manchester Orchestra,HOPE,Trees,-12.6723766327,0.0514178648591,0.412376403809,0.526199996471,148.584854126,0.0574102401733,0.87904125452,435.952270508,11.1164655,11.4514871,0.7868523000000001,0.012688729999999999,1.9444850100000002,0.096137195,1.65226221,0.125540661,1.79441512,0.21591192999999997,0.46470007,257,31.39,58.59,29.64,4.78,257,8.56,99.22,89.88,54.47,23.74,21.79,12.06,0,9.34,0,0.39,1.95,3.89,0.78,0,15.95,3.11,5.45,5.84,1.56,29.96,3.5,3.5,1.17,0,0.78,0.39,22.57,0,22.57,5.84,1.56,12.84,0.39,0,2.33,0,3.5,0.78,2.72,1.95,0.78,1.17,0,0.39,0,0,12.45,2.72,0,0,0,0,2.33,9.73,0,0,0,0,0,0,0,0,0.39,0,0,0,0.39,0,5.84,0.39,0,0,0.39,0,0,0,0,0.78,11.67,1.17,1.17,0,0,0,0.39,0,7.39,7.78,0,2.72,1.95,0.39,0,2.72,3.11,13.23,5.06,2.72,7,0.78,1.56,4.67,0,8.17,0,5.06,0,0,2.33,0.78,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Alice and Interiors,-8.94456100464,0.0234587732702,0.464264214039,0.553680479527,126.052055359,0.0316541828215,1.09924006462,434.193115234,13.5199437,13.252099300000001,0.97108433,0.021133981,1.93864912,0.5797657199999999,1.22020713,0.270796963,1.61478991,0.61614528,0.4794314,240,1,71.38,71.5,15.56,24,5,96.67,88.75,67.5,26.25,20.42,10,1.25,9.17,0,0,5.83,14.17,6.67,0,7.08,20.83,7.92,4.58,3.75,30.42,8.75,1.25,3.33,1.67,1.67,0,14.58,6.67,7.92,1.67,1.67,1.67,1.25,0.42,2.08,0,7.92,3.33,3.75,2.08,0.83,1.25,0,0,0,0.83,17.92,6.25,1.25,0.42,0,2.5,1.67,11.67,0,0,0.42,0.83,0.42,0,0,0.42,2.08,1.25,0,0,0,0.83,1.67,0.42,0,0,0,0,0,0,0.83,1.25,0,0.42,0,0,0.42,0,0,0.83,6.25,8.33,0.83,1.25,2.5,0.83,2.92,1.67,5.42,4.58,11.25,2.5,2.92,0.83,1.67,0.42,0,15.42,2.92,2.08,0.83,0,9.58,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Colly Strings,-8.80222511292,0.0156106874347,0.424768894911,0.548724830151,120.168083191,0.0221478138119,1.05461323261,439.745910645,12.8398146,12.320653,0.6465961499999999,0.0224578,1.97617806,0.220410746,1.0245603600000002,0.45018147000000003,1.22063487,0.41455129999999996,0.46770695,318,15.63,65.98,50.86,43.68,159,12.58,88.36,74.21,59.75,22.96,16.35,6.92,1.89,7.23,0.31,0,6.6,16.04,6.6,1.89,11.95,10.38,5.66,5.97,3.46,21.38,5.03,2.2,3.46,1.89,0.94,0.63,12.58,1.26,11.32,1.57,0.63,2.52,2.2,0.31,3.77,0,6.6,4.09,2.52,1.89,0.94,0.63,0.63,0,0,0,12.89,3.46,0.31,0.31,0,0,1.57,9.43,0,0,0.31,0,0.31,0.31,0,0,5.03,1.57,1.57,0.63,0.63,0.63,5.03,0.94,0.63,0,0,0.31,0,0,0.31,0,0.31,0.94,0,0,0,0,0.63,0,4.72,10.06,0,1.89,4.72,3.14,0.31,0.63,2.2,5.03,8.18,1.89,0.63,0,0.63,0,0,14.78,0,6.92,0.31,0,6.92,0.63,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Don't Let Them See You Cry,-24.3416633606,0.0184485800564,0.400699228048,0.613485217094,137.288452148,0.0267076734453,0.990426659584,441.272583008,12.3400164,11.903136700000001,0.22417790999999998,0.025799473,1.9754157,0.067820762,0.6623232,0.8146583,0.9694334,0.45074751,0.47786084,97,5.96,90.32,84.49,34.77,97,6.19,88.66,76.29,60.82,26.8,22.68,9.28,1.03,8.25,0,4.12,4.12,10.31,5.15,0,10.31,2.06,8.25,14.43,1.03,15.46,2.06,1.03,7.22,4.12,1.03,2.06,4.12,0,4.12,1.03,1.03,0,0,0,2.06,0,3.09,2.06,1.03,2.06,1.03,1.03,0,0,1.03,0,23.71,9.28,0,0,0,0,5.15,13.4,0,0,0,0,0,0,0,0,1.03,1.03,0,0,0,0,4.12,1.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,3.09,6.19,9.28,0,2.06,5.15,3.09,0,0,4.12,1.03,3.09,1.03,1.03,1.03,0,0,0,3.09,0,0,0,0,3.09,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Golden Ticket,-9.63086700439,0.0194510556757,0.451239556074,0.584607124329,163.980422974,0.0295423641801,0.924847662449,440,12.9029624,12.501509,0.82448625,0.019051571,1.98808711,0.34353426,1.01874873,0.73783618,1.11558036,0.57200968,0.48226565,205,4.1,16.2,93.2,66.36,68.33,11.71,91.22,77.56,59.51,26.83,16.1,11.22,1.95,2.93,0,0,10.73,17.56,5.37,0.49,7.32,7.8,9.76,5.37,2.44,20.98,4.39,2.93,4.39,2.44,1.46,0.49,14.63,2.93,11.71,3.41,2.44,0.98,0.98,1.95,1.95,0,6.83,4.88,1.95,0.98,0.98,0,0,0,0,0,14.15,8.78,2.44,1.46,0,1.46,1.46,5.85,0.49,0,0,0.49,0,0,0,0,1.46,0,0.49,0,0.49,0.49,0.98,0,0,0,0,0,0,0.49,0,0,0.49,1.95,0.49,0.49,0,0.49,0,0,8.29,6.34,1.95,0.98,2.44,0.49,0.49,0,7.32,6.83,4.39,4.88,0.98,0,0.98,0,0,11.71,2.93,2.93,0.49,0,3.41,1.95,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,I Can Barely Breathe,-8.67120075226,0.0250025168061,0.464211285114,0.568447589874,115.73764801,0.033711463213,1.00390946865,434.193115234,12.9941055,12.7379398,1.14747823,0.014321589,1.9588455,0.42769455,1.4172228,0.21783269,1.6243164,0.35356009,0.46304983,242,1.96,77.16,99,6.16,48.4,11.57,91.32,77.27,59.09,24.38,19.01,8.68,4.13,4.55,0,1.65,5.37,11.16,6.2,0,6.2,11.16,8.26,11.16,1.24,25.21,4.96,1.24,4.13,4.13,0,0,19.83,2.48,17.36,4.96,4.55,3.31,3.72,0,3.72,0,1.65,0,1.65,0,0,0,0,0,0,0,14.88,3.31,0,0,0,1.24,1.65,11.57,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,4.55,0.41,0,0,0,0,0,0.41,2.07,0,0,0.83,0,0,0,0,0.41,0,6.61,17.77,1.24,7.02,7.85,2.89,0.41,0.41,7.02,7.85,5.79,0.41,0.83,0.83,0,0,0,14.46,0,2.48,1.65,0,8.68,1.65,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,I Can Fell Your Pain,-21.2053356171,0.0136115029454,0.396419614553,0.544536650181,97.3290100098,0.0197941511869,0.889132142067,441.272583008,12.526672099999999,12.2816717,0.310889884,0.033343211000000005,1.9675802,0.122413892,0.69180286,0.66904261,0.88588835,0.51715723,0.48090425,145,20.17,36.1,92.88,20.23,72.5,8.28,97.24,77.24,64.14,28.28,22.07,13.1,1.38,6.21,0.69,0.69,6.21,19.31,2.76,0,15.86,7.59,2.07,6.9,1.38,17.24,4.83,0.69,2.76,2.07,0.69,0,15.17,3.45,11.72,2.07,2.07,3.45,0.69,0,3.45,0,7.59,3.45,3.45,3.45,0.69,2.76,0.69,0,0,0.69,15.17,5.52,0,0.69,0,0.69,2.76,10.34,0.69,0,0.69,0.69,0,0,0,0,2.07,0,0,0,0,2.07,10.34,2.07,2.07,0,0,0,0,1.38,1.38,0,0,1.38,0,0,0,0,2.07,0,6.21,16.55,0.69,2.76,8.28,1.38,0,4.14,0.69,7.59,4.83,1.38,0,0,0,0,0,5.52,0,2.76,0.69,0,2.07,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Now That You're Home,-8.97364139557,0.0259794872254,0.468889862299,0.565684139729,146.975021362,0.039353530854,1.01421427727,434.193115234,13.4403529,12.9279358,1.2330408099999999,0.016439765,1.9483994,0.62851795,1.40832376,0.28011224,1.58186107,0.48096728,0.47105584,210,1,67.92,80.49,78.85,42,2.86,98.1,81.9,62.86,27.14,19.05,9.52,2.38,7.14,0,0,8.1,11.43,0.95,0,8.57,21.43,9.05,5.71,3.81,33.81,7.62,1.43,6.19,2.38,2.38,1.43,11.9,0.95,10.95,0.48,0.48,6.19,2.38,0,2.86,0,9.52,6.67,2.86,4.29,2.38,1.9,0,0,0,0,16.19,4.76,1.9,0,0,0.95,0.48,11.43,0,0,0,1.9,0,0,0,0,4.76,0,2.86,0.48,0,1.43,1.9,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,13.81,16.19,0.48,2.86,5.71,4.76,0.48,1.9,7.62,5.24,14.29,4.29,1.9,1.9,0,0,0,19.05,0,5.71,1.9,0,11.43,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Sleeper 1972,-17.6458148956,0.0317662768066,0.385165154934,0.369207113981,114.963920593,0.0341506935656,0.837442576885,438.984558105,12.2490563,11.910720099999999,0.317870737,0.013357257,1.97351734,0.074915771,0.95475778,0.31335914,1.17751102,0.41325385,0.47029877,129,39.25,91.66,93.24,6.71,129,6.98,96.12,76.74,58.14,23.26,20.16,8.53,0,4.65,6.98,0,3.1,15.5,5.43,0,15.5,3.88,9.3,4.65,0,17.83,4.65,3.88,3.88,2.33,0,1.55,6.98,1.55,5.43,2.33,0,0,0,1.55,1.55,0,3.88,0.78,2.33,3.1,0,2.33,0,0,1.55,0,21.71,4.65,0,0,0,0,3.1,16.28,2.33,0,7.75,3.1,0,0,0,0,4.65,0,1.55,0,1.55,1.55,9.3,0,0,0,0,0,0,0.78,1.55,0,0,0,0,0,0,0,0,0,8.53,20.93,0.78,2.33,12.4,3.1,0.78,0.78,6.2,5.43,6.98,0,0,0,0,0,0,4.65,0,0.78,0.78,0,2.33,0.78,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,The Neighborhood Is Bleeding,-8.8274860382100009,0.0269218832254,0.466290891171,0.536028206348,124.98690033,0.0412976816297,1.09044396877,434.193115234,13.582110499999999,13.3412524,1.15475914,0.018326749,1.95228249,0.65139439,1.3730948600000001,0.26230107999999996,1.66844735,0.53420892,0.474192,153,11.09,9.11,88.85,39.24,30.6,14.38,89.54,75.82,61.44,20.26,16.99,11.11,0,3.27,0.65,1.96,3.27,10.46,5.23,1.31,12.42,15.03,5.23,7.19,2.61,24.84,4.58,2.61,0,0,0,0,22.22,4.58,17.65,4.58,3.27,5.23,3.27,0,3.27,0,3.92,2.61,1.31,1.31,0.65,0.65,0,0,0.65,0,6.54,0,0,0,0,0,0,6.54,0,0,0.65,0,0,0,0,0,1.31,0,1.31,0,0,0,4.58,0.65,0.65,0,0,0,0,0,1.31,0.65,0,1.31,0,0,0,0,0,0,8.5,11.11,0.65,0,6.54,1.31,1.31,0,5.23,3.27,11.11,1.96,0,0,0,0,0,16.34,0,6.54,2.61,0,7.19,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Where Have You Been,-10.682053566,0.0415614396334,0.445593625307,0.422276228666,136.005828857,0.0594252236187,1.10482776165,434.193115234,12.6033478,11.9966816,0.50611581,0.014210461,1.96348777,0.116394,1.28421363,0.43031409000000004,1.7100175,0.35059070999999997,0.4723151,233,1.13,74.34,93.82,32.1,233,6.44,98.28,83.26,67.38,28.76,21.46,11.16,0,8.58,0.86,0.86,7.3,8.58,2.15,0.43,11.16,17.17,8.15,4.72,1.29,30.04,1.72,3.86,0.43,0,0,0.43,9.87,2.15,7.73,0.86,3,2.15,2.15,0,0.43,0,0.86,0.86,0,0,0,0,0,0,0,0,12.45,1.72,0,0,0,0,1.29,10.3,0,0,0,0.86,0,0,0,0,7.73,0.43,0.43,0,0,6.87,2.58,0.43,0.43,0,0,0,0,0,0.43,0,0.43,3.43,0,0,0,0,0,0,10.3,15.45,1.29,3,10.3,2.58,0.43,0,3.86,8.58,3.86,2.15,0.43,0,0,0.43,0,14.59,0,6.87,0,0,7.73,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Wolves at Night,-8.92210197449,0.0373552702367,0.470029890537,0.539657115936,130.030181885,0.0536606013775,1.11316597462,434.193115234,13.4640842,13.0823615,1.02978434,0.015696163,1.95166892,0.49042747,1.4146459,0.21003733000000002,1.77714946,0.42500043,0.46254456,260,4.03,49.21,24,6.78,86.67,10,88.85,75.77,60.38,29.62,21.54,13.46,0,7.31,0.77,0,8.08,9.23,3.08,0,10.77,13.85,4.23,4.23,1.54,25.77,2.69,0.77,6.15,1.15,3.85,1.15,15,1.92,13.08,0.77,2.31,5.77,3.46,0.77,0.77,0,3.08,0.77,2.31,1.92,0,1.92,0,0,1.92,0,15,5,0,0,0,0,1.92,10,0.77,0,1.54,0,0.38,0,0.38,0,1.15,0.38,0.38,0,0,0.38,3.08,0,0,0,0,0,0.38,0,0,0,0,1.54,0,0,0,0,0.38,0,5,5.77,0,0.77,2.69,2.31,0.38,0,2.31,5.38,3.46,3.08,1.54,0.77,0.77,0,0,18.85,0,8.08,0.77,0,6.92,3.08,0
Manchester Orchestra,Mean Everything To Nothing,100 Dollars (Album Version),-10.9390411377,0.0127605469897,0.391812443733,0.546910643578,184.570068359,0.0164309125394,0.776896297932,441.017791748,12.479016,12.4670011,0.87753927,0.025357526999999998,1.9737345,0.3547234,0.9930816,0.48858869000000005,1.0068933,0.62419583,0.45814434,108,1.78,45.54,59.49,99,108,9.26,96.3,87.04,67.59,27.78,22.22,13.89,0,8.33,0,0,5.56,10.19,3.7,1.85,9.26,12.96,8.33,6.48,1.85,20.37,10.19,4.63,0.93,0,0.93,0,13.89,2.78,11.11,3.7,1.85,4.63,0,0,0.93,0,9.26,8.33,0.93,0.93,0,0.93,0,0.93,0,0,12.96,3.7,0.93,0,0,0,2.78,9.26,0,0,0.93,0,0,0,0,0,3.7,0,1.85,0,1.85,0,0.93,0,0,0,0,0,0,0.93,0,1.85,1.85,0,0,0,0,0,0,0,4.63,6.48,0,0,4.63,0.93,0,0.93,0.93,4.63,12.04,0,0,0,0,0,0,11.11,0,5.56,0,0,4.63,0.93,0
Manchester Orchestra,Mean Everything To Nothing,Everything To Nothing (Album Version),-7.24927568436,0.0228003785014,0.464847624302,0.57789260149,138.990463257,0.0288253426552,1.06666791439,439.491973877,13.3400317,12.891225599999999,1.17032051,0.019805302,1.90298051,0.66880509,1.43515521,0.160548098,1.70974236,0.48458926999999996,0.4449076,141,1,1,98.71,41.11,141,14.18,96.45,88.65,73.76,32.62,21.99,12.06,1.42,7.09,1.42,0,10.64,7.8,4.96,0.71,10.64,11.35,7.8,5.67,9.93,28.37,3.55,1.42,2.13,2.13,0,0,25.53,8.51,17.02,3.55,0,0.71,0.71,0.71,7.09,0,2.84,2.13,0.71,0,0,0,0,0,0,0,9.22,2.84,0,0,0.71,0,2.13,6.38,0.71,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,7.8,7.8,0,1.42,3.55,2.13,0.71,0.71,4.96,3.55,11.35,2.13,0.71,0,0.71,0,0,12.77,0,2.84,0,0,8.51,1.42,0
Manchester Orchestra,Mean Everything To Nothing,I Can Feel a Hot One (Album Version),-11.9104738235,0.0421452857554,0.412999361753,0.456664741039,123.754829407,0.0475223399699,0.926977753639,443.572570801,11.9503301,11.546108499999999,0.5467870100000001,0.015031891,1.97869326,0.142236475,1.0783197,0.52218583,1.4133102000000002,0.52690828,0.4614259,302,26.52,11.54,88.84,34.17,75.5,9.27,92.38,80.79,62.25,21.52,15.89,11.59,0,3.97,0.33,0,5.63,16.23,8.28,0.99,11.92,10.93,4.97,5.96,1.66,24.17,7.28,4.3,1.32,0.33,0.33,0.66,13.25,0.99,12.25,4.3,1.32,3.64,0.99,0.33,2.32,0.33,5.3,2.98,1.99,2.32,0.66,1.66,0.99,0,0.66,0.33,8.94,2.98,0,0,0,0.33,2.32,5.63,0.33,0,0.66,0.99,0,0,0,0,1.32,0,0.33,0,0,0.99,3.97,0.66,0.33,0,0,0,0,0,0,0.99,0.99,0.99,0,0.99,0,0,0,0,6.29,11.26,0,0,5.63,0.99,1.99,2.65,4.97,9.27,3.97,1.99,0.66,0,0.66,0,0,5.63,0,1.66,0.99,0,2.98,0,0
Manchester Orchestra,Mean Everything To Nothing,I've Got Friends (Album Version),-7.42916584015,0.0355059579015,0.476759433746,0.525688230991,164.229492188,0.0408810824156,1.08076381683,439.745910645,13.829812500000001,12.7650857,1.3389026,0.017520466000000002,1.8800441,0.73934802,1.69697678,0.073247528,1.8386023,0.48052736,0.464111,331,4.06,5.82,97.23,11.09,331,6.34,98.49,87.92,63.44,32.63,25.08,16.62,0,3.63,0,4.83,7.55,10.88,4.53,0.6,9.67,8.46,3.63,5.14,3.93,31.12,1.51,4.83,3.63,2.42,0.91,0.3,23.56,3.93,19.64,6.65,2.11,8.46,0.6,0,2.72,0,1.51,0.3,1.21,0.3,0,0,0,0,0,0,12.69,1.81,0,0,0,0,1.81,10.88,0,2.42,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,2.42,5.14,2.72,0,0,0,0,0,0,14.2,9.97,0,0.3,8.76,0.3,0.3,0,2.11,5.14,3.63,1.51,0.3,0,0,0.3,0,10.57,0,3.02,0,0,6.95,0.6,0
Manchester Orchestra,Mean Everything To Nothing,In My Teeth (Album Version),-7.6323184967,0.0328720808029,0.476688653231,0.508199632168,128.622024536,0.0422165989876,1.12395393848,440.508636475,13.349604699999999,12.356388800000001,1.19928831,0.023663905000000002,1.9189975000000001,0.56793339,1.63122984,0.13510468,1.8216443999999998,0.44083333,0.45105094,254,1,51.8,90.04,37.19,63.5,4.72,97.24,89.76,62.2,24.8,15.35,6.3,4.33,3.94,0.79,0,9.45,7.87,3.15,0.39,6.3,9.84,13.78,8.27,6.69,29.53,5.91,0.79,4.72,4.33,0.39,0,17.72,3.94,13.78,3.15,0.79,5.51,0.79,2.36,2.36,0,3.15,1.97,0.79,0.39,0.39,0,0,0,0,0.39,10.63,1.18,0,0,0,0,1.18,9.45,0,0,0,1.57,0.79,0,0.79,0,1.57,0,0,0,0,1.57,2.76,0,0,0,0,0,0,0,0.39,3.94,0.79,0,0,0,0,0,0,0,14.17,9.45,0,3.54,7.48,1.57,0,0.39,8.66,4.72,9.06,3.54,5.12,1.57,3.54,0,0,11.81,0,5.12,1.18,0,5.51,0,0
Manchester Orchestra,Mean Everything To Nothing,"Jimmy, He Whispers (Album Version)",-11.8431425095,0.0176623482257,0.421022117138,0.457301497459,132.102584839,0.0233861524612,0.861625730991,439.491973877,12.481130499999999,11.976105800000001,0.360097165,0.03897839,1.9634983,0.15621094700000002,0.83889383,0.52649221,1.2258285500000001,0.54860615,0.45603245,265,7.19,95.87,26.85,49.04,265,13.96,92.08,75.85,60.38,22.26,14.34,3.77,4.91,3.02,2.64,0,7.92,17.74,8.3,0,9.43,13.58,6.42,10.19,1.13,21.89,10.57,1.13,8.68,7.92,0.38,0.38,12.08,0.75,11.32,3.4,1.13,2.26,1.13,0,3.4,0,5.66,3.77,1.89,2.64,1.13,1.51,1.13,0.38,0,0,17.74,3.4,0,0,0.38,0,2.64,13.58,3.02,0,0,5.66,0,0,0,0,2.26,0.75,0,0,0,1.51,3.02,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.38,0,3.4,9.81,0.75,0.75,4.91,1.13,1.89,0,3.4,2.26,12.08,1.89,3.77,0,3.4,0.38,0,13.58,0,0.38,0,0,10.94,2.26,0
Manchester Orchestra,Mean Everything To Nothing,My Friend Marcus (Album Version),-8.80057048798,0.0351217053831,0.453841924667,0.440109163523,151.892745972,0.0557753965259,1.1179254055,442.804626465,13.2693384,12.2419288,0.97701382,0.014842125000000001,1.94823196,0.38479759,1.4293182999999998,0.19069715,1.77334336,0.35414875,0.45805773,128,1,23.51,86.58,20.23,128,13.28,95.31,78.13,63.28,28.91,23.44,11.72,0.78,7.03,3.91,0,5.47,12.5,2.34,0,6.25,9.38,8.59,4.69,5.47,27.34,3.13,3.91,3.91,3.13,0.78,0,28.91,7.03,20.31,7.81,0.78,4.69,1.56,0,2.34,0,3.91,1.56,1.56,2.34,1.56,0.78,0,0,0.78,0.78,10.94,1.56,0.78,0,0,0,0,9.38,2.34,0,0,6.25,0,0,0,0,3.13,0,2.34,0.78,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,1.56,14.84,9.38,0,1.56,3.91,2.34,0,0.78,5.47,1.56,21.09,0,0.78,0,0,0,0.78,7.81,0,2.34,0,0,4.69,0.78,0
Manchester Orchestra,Mean Everything To Nothing,Pride (Album Version),-7.20335197449,0.031229481101,0.466778308153,0.563452839851,121.189483643,0.0465326458216,1.16522955894,440.254241943,12.9393098,12.4670214,1.4751496,0.011284828,1.91226042,0.60736896,1.701816,0.059352856,1.80634454,0.3356106,0.44860044,258,25.63,1,94.11,12.18,86,6.98,88.37,78.68,61.63,30.62,16.67,15.12,0,1.16,0,0.39,13.95,20.16,12.79,2.33,7.75,6.2,1.94,6.2,0.78,18.99,5.43,6.59,1.16,0,0.39,0.78,13.57,0.78,12.79,5.04,0.78,3.88,0.39,0,4.26,0,3.88,1.55,2.33,1.16,0.78,0.39,0,0,0.39,0,5.81,3.49,0,0,0,0.39,1.94,2.33,0,0,0,0.78,0,0,0,0,0.78,0,0,0,0.78,0,5.81,0.39,0.39,0,0,0,0,0,1.55,1.94,0,0,0,0,0,0,0,0,6.2,8.14,0.39,0,3.1,1.94,2.71,0.39,3.1,2.33,6.59,0.78,0.39,0,0.39,0,0,21.32,0,13.18,0.78,0,7.36,0,0
Manchester Orchestra,Mean Everything To Nothing,Shake It Out (Album Version),-6.65051031113,0.0322786010802,0.465403079987,0.522805809975,148.164825439,0.0441692061722,1.15865755081,441.017791748,13.6104278,12.5589823,1.4564130899999999,0.018262399999999998,1.8997245999999999,0.8213250400000001,1.71064146,0.059390161,1.807661,0.52212906,0.44730756,303,7.06,27.45,97.93,3.43,43.29,4.95,94.72,85.15,67,28.05,17.16,10.56,0.99,5.61,0,0,10.89,9.24,3.63,0.33,14.52,12.54,7.26,3.96,2.31,26.73,4.62,5.28,2.97,1.65,0.66,0.99,14.19,2.64,10.89,2.64,1.32,3.63,0.66,0.66,3.3,0,2.97,0.33,2.64,1.65,0,1.65,0,0,0,0,10.23,1.65,0,0,0,0,0.66,7.26,0.33,0,0,0.33,0,0,0,0,3.3,0,1.32,0,0,1.98,4.29,1.98,0.33,0,0,0,0,0,1.32,3.96,0.33,0.99,0,0.33,1.65,0,0,0,14.85,14.52,0,1.32,10.56,2.31,0,1.65,4.62,4.29,7.59,4.29,3.96,2.97,0,0.99,0,15.51,0,8.58,1.98,0,4.95,0,0
Manchester Orchestra,Mean Everything To Nothing,The Only One (Album Version),-6.53573799133,0.0277447067201,0.480990827084,0.554556548595,148.92288208,0.0386202223599,1.21509253979,440,13.9428027,12.449504600000001,1.12628696,0.024871042,1.9805591599999999,0.7795803400000001,1.41578502,0.321892564,1.5929000000000002,0.5779811,0.4469353,210,1,24.76,72.58,33.54,210,5.71,97.62,87.14,74.29,30.48,18.1,10,0.48,7.14,0,0,12.38,15.24,7.14,0.95,5.24,17.62,7.62,7.14,3.81,25.71,3.33,2.38,2.38,0.48,0.48,1.43,24.76,4.76,20,4.76,1.9,3.33,3.81,0.95,4.76,0,2.38,0.95,0,0.95,0.48,0,0,0,0,0.95,11.43,2.38,0,0,0,0,2.38,9.05,0.95,0,0,0.95,0,0,0,0,1.43,0,0,0,0.95,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,4.76,2.86,0,0.48,1.43,0.48,0,0.48,3.33,9.05,5.71,0.95,0.95,0,0,0.95,0,8.57,0,3.81,0,0,4.76,0,0
Manchester Orchestra,Mean Everything To Nothing,The River (Album Version),-9.04229354858,0.0244661606848,0.450565189123,0.52889996767,143.919143677,0.0382365323603,0.977885603905,434.193115234,12.4843849,12.092044900000001,1.039738,0.015224932,1.95265066,0.2699714,1.4131634,0.272710107,1.61110964,0.37756507,0.46464017,204,17.43,2.6,99,58.61,204,2.45,96.08,83.33,54.41,27.45,25,20.59,0.49,3.92,0,0,2.45,12.75,6.37,1.96,7.84,3.92,7.84,3.92,0,27.94,5.88,1.96,2.45,0.98,1.47,0,10.78,0.98,9.8,3.92,1.96,1.47,2.94,0,0,0,5.39,3.92,1.47,0.49,0.49,0,0,0,0,0,7.35,2.45,0,0.49,0.98,0.98,0.49,4.9,0.49,0,0,0.49,0,0,0,0,6.37,1.47,0,0.49,0.98,3.43,2.94,0,0,0,0,0,0,0,0.49,0.98,0.49,2.45,0,0,0,0,0,0,13.24,10.78,0,1.96,3.43,2.94,1.96,0.49,6.37,2.45,2.94,3.92,2.94,0,0,2.94,0,6.37,0,3.92,0,0,2.45,0,0
Manchester Orchestra,Mean Everything To Nothing,Tony The Tiger (Album Version),-8.25832080841,0.0420093685389,0.465645432472,0.513220310211,133.912857056,0.0521424934268,1.40347576141,441.782684326,13.539602600000002,13.203831099999999,1.33309454,0.015595498999999999,1.7646224,0.81006826,1.64704695,0.066371215,1.8463838,0.37553975,0.45030075,188,1,88.3,89.39,9.87,188,7.98,95.74,89.36,73.94,31.91,20.74,7.45,0.53,12.77,0,0,11.17,9.57,4.79,0,4.79,18.09,7.98,8.51,4.79,29.79,3.72,2.66,2.66,1.6,0,1.06,25,1.06,23.94,8.51,0,4.26,2.66,3.19,5.32,0.53,2.13,0.53,1.6,0.53,0,0.53,0,0,0.53,0,14.89,0.53,0,0,0,0,0.53,13.83,1.06,0,1.06,0,0,0,0,0,2.66,0,1.06,0,1.6,0,1.06,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,5.32,5.32,0,1.6,3.72,0,0,0,2.66,11.17,3.19,0.53,0,0,0,0,0,5.85,0,0,0,0,5.85,0,0
